Census_Id;Id_county;Name_City
53011040909;15;Vancouver
53061940001;4;Marysville
53033020800;1;Shoreline
53033032225;1;Sammamish
53033028200;1;Tukwila
53033024001;1;Bellevue
53033029306;1;Kent
53033031800;1;Kent
53033011300;1;Seattle
53031950501;18;Sequim
53033025702;1;Renton
53033029406;1;Kent
53033028200;1;Tukwila
53033022603;1;Kirkland
53035092802;6;Olalla
53033028403;1;Seatac
53033006500;1;Seattle
53033032704;1;North Bend
53033031208;1;Auburn
53061040100;4;Everett
53033020800;1;Shoreline
53033000500;1;Seattle
53033027800;1;Burien
53033032317;1;Sammamish
53033022802;1;Redmond
53033025601;1;Renton
53033032323;1;Redmond
53033023902;1;Bellevue
53033022604;1;Kirkland
53061051927;4;Bothell
53033000402;1;Seattle
53033000201;1;Seattle
53033024902;1;Bellevue
53011040709;15;Vancouver
53033028200;1;Tukwila
53029970300;5;Oak Harbor
53033027600;1;Burien
53033005600;1;Seattle
53033025101;1;Renton
53033001702;1;Seattle
53033022001;1;Bothell
53033023601;1;Bellevue
53033006900;1;Seattle
53033025304;1;Renton
53035080101;6;Bremerton
53033030902;1;Pacific
53033022402;1;Kirkland
53033022401;1;Kirkland
53033032330;1;Redmond
53033007800;1;Seattle
53015001501;19;Ariel
53033001300;1;Seattle
53033031208;1;Auburn
53033022603;1;Kirkland
53033022005;1;Kirkland
53033032323;1;Redmond
53033000700;1;Seattle
53033004703;1;Seattle
53033006800;1;Seattle
53033029902;1;Auburn
53015000801;19;Longview
53033022006;1;Kirkland
53065951402;14;Nine Mile Falls
53033024200;1;Medina
53035091002;6;Bainbridge Island
53033023601;1;Bellevue
53011040714;15;Vancouver
53033029602;1;Auburn
53067011100;3;Olympia
53033006100;1;Seattle
53033022805;1;Bellevue
53033022701;1;Kirkland
53033006600;1;Seattle
53033027200;1;Tukwila
53033020401;1;Shoreline
53033024001;1;Bellevue
53011041333;15;Vancouver
53033029408;1;Kent
53033022300;1;Kirkland
53033001100;1;Seattle
53033020600;1;Shoreline
53033032323;1;Redmond
53035090400;6;Silverdale
53033031910;1;Renton
53033000201;1;Seattle
53033028500;1;Seatac
53061052605;4;Lake Stevens
53033023500;1;Bellevue
53061041816;4;Lynnwood
53033026700;1;Burien
53033009100;1;Seattle
53033027000;1;Burien
53033025101;1;Renton
53033022101;1;Kenmore
53033020800;1;Shoreline
53033023702;1;Bellevue
53061052607;4;Lake Stevens
53033028600;1;Normandy Park
53033032316;1;Sammamish
53033023807;1;Bellevue
53033022603;1;Kirkland
53033023701;1;Bellevue
53033022501;1;Kirkland
53033024001;1;Bellevue
53033029408;1;Kent
53033001100;1;Seattle
53033002600;1;Seattle
53033032216;1;Sammamish
53033028500;1;Seatac
53033022702;1;Kirkland
53033000500;1;Seattle
53011041326;15;Vancouver
53035080700;6;Bremerton
53033000601;1;Seattle
53033001202;1;Seattle
53033026700;1;Burien
53033022006;1;Kirkland
53067010300;3;Olympia
53033025805;1;Renton
53033003000;1;Seattle
53033022702;1;Kirkland
53033023201;1;Bellevue
53033032217;1;Sammamish
53033032321;1;Redmond
53033003500;1;Seattle
53033028500;1;Seatac
53033022005;1;Kirkland
53033022003;1;Kirkland
53033022300;1;Kirkland
53033002200;1;Seattle
53033032104;1;Issaquah
53033021903;1;Kirkland
53033022803;1;Redmond
53033024704;1;Bellevue
53033028500;1;Seatac
53033031800;1;Kent
53033009600;1;Seattle
53033025001;1;Bellevue
53033023401;1;Bellevue
53033001000;1;Seattle
53033008401;1;Seattle
53033021000;1;Shoreline
53033024704;1;Bellevue
53033021904;1;Kirkland
53033021600;1;Kenmore
53033028200;1;Tukwila
53033024901;1;Bellevue
53011040714;15;Vancouver
53033001600;1;Seattle
53033023500;1;Bellevue
53033022501;1;Kirkland
53033027500;1;Burien
53033032319;1;Woodinville
53031950702;18;Brinnon
53015001601;19;Kalama
53033020402;1;Lake Forest Park
53033022203;1;Kirkland
53033007101;1;Seattle
53033026700;1;Burien
53011040513;15;Washougal
53061050101;4;Edmonds
53033022102;1;Bothell
53033001400;1;Seattle
53033007001;1;Seattle
53035091205;6;Silverdale
53067012330;3;Olympia
53033028200;1;Tukwila
53033023604;1;Bellevue
53031950501;18;Port Townsend
53035090700;6;Bainbridge Island
53033007203;1;Seattle
53011040904;15;Vancouver
53033000800;1;Seattle
53033023604;1;Bellevue
53033032318;1;Sammamish
53033006500;1;Seattle
53033030501;1;Auburn
53033028200;1;Tukwila
53033021904;1;Kirkland
53011040908;15;Vancouver
53011040909;15;Vancouver
53033028200;1;Tukwila
53033023000;1;Bellevue
53033023000;1;Bellevue
53033003601;1;Seattle
53033007101;1;Seattle
53033032323;1;Redmond
53033025006;1;Issaquah
53033025704;1;Renton
53035090800;6;Bainbridge Island
53033025602;1;Renton
53033006500;1;Seattle
53035090700;6;Bainbridge Island
53033022003;1;Kirkland
53033024704;1;Bellevue
53033022101;1;Kenmore
53011041900;15;Vancouver
53033008401;1;Seattle
53033007001;1;Seattle
53033028200;1;Tukwila
53033028500;1;Seatac
53033028500;1;Seatac
53033028200;1;Tukwila
53011041310;15;Vancouver
53033028200;1;Tukwila
53033023603;1;Bellevue
53033023601;1;Bellevue
53033028200;1;Tukwila
53033027400;1;Burien
53033006701;1;Seattle
53033000500;1;Seattle
53033006800;1;Seattle
53033025602;1;Renton
53061051927;4;Bothell
53033007001;1;Seattle
53035090700;6;Bainbridge Island
53035090400;6;Silverdale
53033006500;1;Seattle
53011040908;15;Vancouver
53033023901;1;Bellevue
53011040713;15;Vancouver
53033001600;1;Seattle
53033023601;1;Bellevue
53033007502;1;Seattle
53033027901;1;Burien
53011040907;15;Vancouver
53033032321;1;Redmond
53061052004;4;Mill Creek
53033022102;1;Kenmore
53033020500;1;Shoreline
53011040908;15;Vancouver
53033024001;1;Bellevue
53033032331;1;Redmond
53033022606;1;Kirkland
53033023300;1;Bellevue
53033022702;1;Kirkland
53033029602;1;Auburn
53033032318;1;Sammamish
53033032224;1;Sammamish
53033000201;1;Seattle
53033032321;1;Redmond
53033021400;1;Lake Forest Park
53033032324;1;Redmond
53033024701;1;Bellevue
53033001400;1;Seattle
53033022603;1;Kirkland
53033006701;1;Seattle
53033025005;1;Newcastle
53033020200;1;Shoreline
53033022606;1;Redmond
53061051938;4;Bothell
53033024002;1;Bellevue
53035092802;6;Port Orchard
53033022300;1;Kirkland
53067012532;3;Yelm
53033006900;1;Seattle
53033022703;1;Kirkland
53033020700;1;Shoreline
53033006500;1;Seattle
53033021905;1;Kirkland
53033007800;1;Seattle
53031950602;18;Port Townsend
53033023801;1;Bellevue
53033022701;1;Kirkland
53061053604;4;Lake Stevens
53033029505;1;Kent
53033029702;1;Kent
53033022805;1;Bellevue
53061041701;4;Everett
53011040908;15;Vancouver
53033023901;1;Bellevue
53011041328;15;Camas
53061050300;4;Edmonds
53033032323;1;Redmond
53033020800;1;Shoreline
53033007901;1;Seattle
53033028500;1;Seatac
53033006200;1;Seattle
53033028200;1;Tukwila
53033021100;1;Shoreline
53011040908;15;Vancouver
53033032321;1;Redmond
53033004703;1;Seattle
53033009600;1;Seattle
53033024905;1;Bellevue
53033030312;1;Federal Way
53033032401;1;Duvall
53033025005;1;Newcastle
53033022300;1;Kirkland
53033032220;1;Issaquah
53033032401;1;Duvall
53033032216;1;Sammamish
53061042001;4;Mukilteo
53033006703;1;Seattle
53011040910;15;Vancouver
53033008300;1;Seattle
53033024904;1;Bellevue
53033028200;1;Tukwila
53033021905;1;Bothell
53033024901;1;Bellevue
53011040414;15;Battle Ground
53033022006;1;Kirkland
53033032704;1;North Bend
53033028600;1;Normandy Park
53033023701;1;Bellevue
53011041319;15;Vancouver
53033002000;1;Seattle
53011041335;15;Vancouver
53033024704;1;Bellevue
53033022805;1;Bellevue
53035091301;6;Seabeck
53033029405;1;Kent
53031950604;18;Port Townsend
53033022003;1;Kirkland
53033021904;1;Kirkland
53033029407;1;Kent
53033023901;1;Beaux Arts
53077003400;2;Selah
53033032216;1;Sammamish
53033023300;1;Bellevue
53033001000;1;Seattle
53033023805;1;Bellevue
53033032316;1;Sammamish
53033006800;1;Seattle
53033023801;1;Bellevue
53067011901;3;Olympia
53033032222;1;Sammamish
53033022006;1;Kirkland
53033027600;1;Burien
53033023701;1;Bellevue
53033022501;1;Kirkland
53061051922;4;Lynnwood
53033022003;1;Kirkland
53033024704;1;Newcastle
53033000402;1;Seattle
53033022401;1;Kirkland
53033020800;1;Shoreline
53033001400;1;Seattle
53033029309;1;Renton
53033008200;1;Seattle
53011042300;15;Vancouver
53033029403;1;Kent
53011040407;15;Battle Ground
53011040910;15;Vancouver
53031950302;18;Port Ludlow
53033023901;1;Bellevue
53033007002;1;Seattle
53033032316;1;Sammamish
53033023805;1;Bellevue
53033025006;1;Issaquah
53033000900;1;Seattle
53033007302;1;Seattle
53033008900;1;Seattle
53033021904;1;Kirkland
53033022502;1;Kirkland
53033011902;1;Seattle
53033012100;1;Seattle
53033032217;1;Sammamish
53033006701;1;Seattle
53061053803;4;Monroe
53033009300;1;Seattle
53033021804;1;Bothell
53033022201;1;Kirkland
53033022300;1;Kirkland
53033000700;1;Seattle
53033001202;1;Seattle
53033032320;1;Woodinville
53033031704;1;Kent
53033022003;1;Kirkland
53033028200;1;Tukwila
53033002600;1;Seattle
53033000202;1;Seattle
53033024905;1;Bellevue
53033032321;1;Redmond
53033028200;1;Tukwila
53033024701;1;Bellevue
53033022603;1;Kirkland
53033022102;1;Bothell
53033001400;1;Seattle
53033023807;1;Bellevue
53033022702;1;Kirkland
53011040408;15;Battle Ground
53033031709;1;Covington
53033032317;1;Sammamish
53033023603;1;Bellevue
53033029507;1;Kent
53033022701;1;Kirkland
53033032317;1;Sammamish
53035090700;6;Bainbridge Island
53033022003;1;Kirkland
53033022805;1;Bellevue
53033030201;1;Federal Way
53033027200;1;Tukwila
53033006300;1;Seattle
53033023902;1;Bellevue
53033022102;1;Kenmore
53033032318;1;Sammamish
53033007700;1;Seattle
53033024002;1;Bellevue
53033028200;1;Tukwila
53033003301;1;Seattle
53033024905;1;Bellevue
53061051927;4;Lynnwood
53033023807;1;Bellevue
53031950501;18;Port Townsend
53061052711;4;Lake Stevens
53033028500;1;Seatac
53033022603;1;Kirkland
53033031708;1;Kent
53033021904;1;Kirkland
53033025302;1;Renton
53033028200;1;Tukwila
53011041312;15;Vancouver
53033031207;1;Auburn
53033024001;1;Bellevue
53035090102;6;Kingston
53033000900;1;Seattle
53033023806;1;Bellevue
53033001201;1;Seattle
53033025001;1;Newcastle
53035092704;6;Port Orchard
53033022702;1;Kirkland
53033021803;1;Bothell
53033022203;1;Kirkland
53033009300;1;Seattle
53033022402;1;Kirkland
53031950602;18;Port Townsend
53033021903;1;Kirkland
53033028200;1;Tukwila
53033031206;1;Auburn
53033032316;1;Sammamish
53033007101;1;Seattle
53033000700;1;Seattle
53033021802;1;Woodinville
53033021804;1;Bothell
53033030310;1;Federal Way
53033022604;1;Kirkland
53061053505;4;Arlington
53033023000;1;Bellevue
53033026700;1;Burien
53033029602;1;Auburn
53033029405;1;Kent
53011041332;15;Vancouver
53033024703;1;Newcastle
53061042004;4;Edmonds
53033022603;1;Kirkland
53033022603;1;Kirkland
53033032221;1;Issaquah
53033002000;1;Seattle
53033029306;1;Kent
53067010200;3;Olympia
53011041205;15;Vancouver
53033007101;1;Seattle
53033022805;1;Bellevue
53033005901;1;Seattle
53033001400;1;Seattle
53035090700;6;Bainbridge Island
53033032704;1;North Bend
53033022402;1;Kirkland
53011041334;15;Vancouver
53033022606;1;Redmond
53061041704;4;Bothell
53033004800;1;Seattle
53033001702;1;Seattle
53033022001;1;Bothell
53033008300;1;Seattle
53033020401;1;Shoreline
53033002200;1;Seattle
53033022802;1;Redmond
53033025007;1;Bellevue
53033022402;1;Kirkland
53033028500;1;Seatac
53033023604;1;Bellevue
53033022204;1;Kirkland
53033028200;1;Tukwila
53033021903;1;Kirkland
53033009400;1;Seattle
53033032319;1;Woodinville
53033023902;1;Bellevue
53033002000;1;Seattle
53053072315;17;University Place
53033006400;1;Seattle
53061051804;4;Lynnwood
53033029604;1;Kent
53035081200;6;Bremerton
53033032321;1;Redmond
53033003601;1;Seattle
53033032319;1;Woodinville
53011041309;15;Vancouver
53035090700;6;Bainbridge Island
53033032220;1;Issaquah
53035092902;6;Port Orchard
53033000500;1;Seattle
53033031800;1;Kent
53033022003;1;Kirkland
53033012000;1;Seattle
53033025006;1;Issaquah
53015000802;19;Longview
53061041609;4;Everett
53033020800;1;Shoreline
53033022603;1;Kirkland
53033007502;1;Seattle
53033028100;1;Seatac
53033025006;1;Bellevue
53033030802;1;Auburn
53029970402;5;Oak Harbor
53033032323;1;Redmond
53033025304;1;Renton
53033007301;1;Seattle
53033032321;1;Redmond
53033023300;1;Bellevue
53033000201;1;Seattle
53033023902;1;Bellevue
53061052005;4;Bothell
53033028600;1;Normandy Park
53033008102;1;Seattle
53011040608;15;Camas
53033021802;1;Woodinville
53033032321;1;Redmond
53033029305;1;Renton
53033024703;1;Newcastle
53033029507;1;Kent
53033001400;1;Seattle
53033027400;1;Burien
53033022300;1;Kirkland
53033028500;1;Seatac
53033030501;1;Auburn
53011041320;15;Vancouver
53033022402;1;Kirkland
53033022701;1;Kirkland
53033023604;1;Bellevue
53011040203;15;Battle Ground
53033032220;1;Issaquah
53033023300;1;Bellevue
53033009000;1;Seattle
53033022604;1;Kirkland
53033028100;1;Seatac
53033024703;1;Newcastle
53033002000;1;Seattle
53033029405;1;Kent
53033008300;1;Seattle
